codigo_rota,peso_real_somado,veiculo,capacidade_max
B_RS_20240419_B-TRK-00023,26175.671991812025,TRUCK,14000.0
B_PR_20240217_B-TRK-00083,26843.23130426016,TRUCK,14000.0
B_RS_20240206_B-TRK-00086,25922.30554956084,TRUCK,14000.0
B_SC_20240216_B-TRK-00110,26547.833514473616,TRUCK,14000.0
B_RS_20240228_B-CAR-00046,59915.876288542844,CARRETA,28000.0
B_PR_20240213_B-TRK-00123,28129.309929737836,TRUCK,14000.0
B_PR_20240416_B-TRK-00065,26628.957541855358,TRUCK,14000.0
B_PR_20240422_B-TRK-00045,25351.07526875856,TRUCK,14000.0
B_PR_20240217_B-TRK-00103,26594.998255217062,TRUCK,14000.0
B_PR_20240205_B-TRK-00135,25358.639319944006,TRUCK,14000.0
B_PR_20240410_B-TRK-00010,27228.050355359923,TRUCK,14000.0
B_RS_20240405_B-TRK-00054,25809.188894639414,TRUCK,14000.0
B_SC_20240210_B-TRK-00040,25552.882193022488,TRUCK,14000.0
B_PR_20240208_B-TRK-00133,26966.548720774044,TRUCK,14000.0
B_PR_20240420_B-TRK-00073,25357.158833283527,TRUCK,14000.0
B_PR_20240213_B-CAR-00024,54692.97884408307,CARRETA,28000.0
B_RS_20240418_B-CAR-00047,57337.55206813243,CARRETA,28000.0
B_PR_20240216_B-TRK-00082,25412.47482925949,TRUCK,14000.0
B_RS_20240402_B-CAR-00011,55003.99007074005,CARRETA,28000.0
B_SC_20240201_B-TRK-00044,28654.802468693324,TRUCK,14000.0
B_RS_20240424_B-TRK-00084,25595.439871914696,TRUCK,14000.0
B_PR_20240406_B-TRK-00052,26309.83948088467,TRUCK,14000.0
B_RS_20240224_B-TRK-00132,28303.657477514786,TRUCK,14000.0
B_RS_20240406_B-CAR-00035,56974.966272670565,CARRETA,28000.0
B_PR_20240404_B-TRK-00053,25694.292333874695,TRUCK,14000.0
B_RS_20240427_B-TRK-00127,28344.91292304511,TRUCK,14000.0
B_PR_20240207_B-TRK-00042,27847.339029500083,TRUCK,14000.0
B_PR_20240420_B-TRK-00137,28720.395537508095,TRUCK,14000.0
B_PR_20240416_B-CAR-00019,54340.61784989953,CARRETA,28000.0
B_RS_20240425_B-CAR-00015,56965.750531630896,CARRETA,28000.0
B_RS_20240229_B-CAR-00000,58142.04733772567,CARRETA,28000.0
B_PR_20240201_B-CAR-00044,58056.48477653206,CARRETA,28000.0
B_SC_20240429_B-TRK-00021,25731.11810170448,TRUCK,14000.0
B_PR_20240221_B-CAR-00045,57910.99965178442,CARRETA,28000.0
B_RS_20240202_B-TRK-00023,25767.385012428524,TRUCK,14000.0
B_RS_20240222_B-TRK-00065,26717.35133345208,TRUCK,14000.0
B_SC_20240201_B-TRK-00138,28746.151257778747,TRUCK,14000.0
B_PR_20240219_B-TRK-00002,25474.00628299929,TRUCK,14000.0
B_PR_20240409_B-TRK-00085,28151.618496295912,TRUCK,14000.0
B_SC_20240209_B-TRK-00050,27014.655037744214,TRUCK,14000.0
B_RS_20240226_B-TRK-00013,26934.05007823007,TRUCK,14000.0
B_PR_20240411_B-TRK-00042,26789.216446087277,TRUCK,14000.0
B_RS_20240202_B-TRK-00007,27472.273831934148,TRUCK,14000.0
B_RS_20240417_B-TRK-00065,25317.21412021913,TRUCK,14000.0
B_RS_20240227_B-TRK-00017,28693.614845300526,TRUCK,14000.0
B_RS_20240415_B-TRK-00122,28537.44890759209,TRUCK,14000.0
B_PR_20240216_B-CAR-00033,57972.084393019155,CARRETA,28000.0
B_PR_20240417_B-TRK-00041,26640.796808885298,TRUCK,14000.0
B_SC_20240418_B-TRK-00021,25430.484473584813,TRUCK,14000.0
B_RS_20240221_B-CAR-00021,56249.64252240606,CARRETA,28000.0
B_SC_20240415_B-TRK-00008,27990.434351895576,TRUCK,14000.0
B_RS_20240227_B-CAR-00058,53156.08794570046,CARRETA,28000.0
B_PR_20240423_B-TRK-00110,28219.66913820867,TRUCK,14000.0
B_RS_20240413_B-TRK-00011,25537.505780942556,TRUCK,14000.0
B_PR_20240415_B-TRK-00126,27225.177890535026,TRUCK,14000.0
B_PR_20240229_B-TRK-00110,26618.863203084496,TRUCK,14000.0
B_PR_20240430_B-TRK-00123,25902.679060504768,TRUCK,14000.0
B_SC_20240228_B-TRK-00115,26361.962179980626,TRUCK,14000.0
B_RS_20240202_B-TRK-00032,26732.254169037053,TRUCK,14000.0
B_RS_20240227_B-TRK-00128,27941.524942306874,TRUCK,14000.0
B_RS_20240427_B-TRK-00067,26797.8604860783,TRUCK,14000.0
B_PR_20240401_B-TRK-00035,25809.922690810406,TRUCK,14000.0
B_PR_20240401_B-CAR-00001,53807.19372019624,CARRETA,28000.0
B_PR_20240406_B-CAR-00024,53641.40725725286,CARRETA,28000.0
B_SC_20240425_B-TRK-00047,25201.569458284906,TRUCK,14000.0
B_PR_20240209_B-TRK-00090,28289.186646204656,TRUCK,14000.0
B_RS_20240210_B-CAR-00047,58390.94689745655,CARRETA,28000.0
B_PR_20240224_B-CAR-00024,57111.35353945071,CARRETA,28000.0
B_RS_20240401_B-TRK-00105,26428.440996116966,TRUCK,14000.0
B_SC_20240401_B-CAR-00054,59598.44408909125,CARRETA,28000.0
B_RS_20240210_B-CAR-00014,55318.64712654962,CARRETA,28000.0
B_SC_20240405_B-TRK-00074,27698.12685601266,TRUCK,14000.0
B_SC_20240207_B-TRK-00132,28052.73048319714,TRUCK,14000.0
B_PR_20240228_B-CAR-00043,54102.724941521585,CARRETA,28000.0
B_SC_20240206_B-TRK-00071,25358.940111777796,TRUCK,14000.0
B_SC_20240206_B-CAR-00024,54931.32257217469,CARRETA,28000.0
B_PR_20240402_B-TRK-00039,26435.938195802697,TRUCK,14000.0
B_SC_20240217_B-CAR-00006,59064.30859775159,CARRETA,28000.0
B_RS_20240402_B-TRK-00010,27217.81310860813,TRUCK,14000.0
B_PR_20240208_B-CAR-00051,55664.0385631729,CARRETA,28000.0
B_SC_20240410_B-CAR-00038,58711.91793548116,CARRETA,28000.0
B_SC_20240213_B-TRK-00111,25894.7562619316,TRUCK,14000.0
B_PR_20240409_B-CAR-00004,59279.35133720747,CARRETA,28000.0
B_RS_20240217_B-TRK-00129,25843.338274013964,TRUCK,14000.0
B_SC_20240419_B-TRK-00124,25841.923398878975,TRUCK,14000.0
B_SC_20240404_B-TRK-00020,28250.43779866929,TRUCK,14000.0
B_SC_20240220_B-TRK-00074,26320.35070222441,TRUCK,14000.0
B_PR_20240405_B-TRK-00020,26714.379839714424,TRUCK,14000.0
B_PR_20240228_B-TRK-00105,28072.823467322807,TRUCK,14000.0
B_RS_20240427_B-TRK-00015,26915.795193603215,TRUCK,14000.0
B_PR_20240217_B-CAR-00018,54072.84996252333,CARRETA,28000.0
B_SC_20240405_B-TRK-00046,26507.812862351355,TRUCK,14000.0
B_PR_20240408_B-TRK-00048,26562.41854823451,TRUCK,14000.0
B_RS_20240217_B-TRK-00132,28476.530353467697,TRUCK,14000.0
B_SC_20240401_B-CAR-00049,57697.1064267033,CARRETA,28000.0
B_RS_20240215_B-TRK-00121,26826.183765722697,TRUCK,14000.0
B_SC_20240227_B-TRK-00062,26901.903062333848,TRUCK,14000.0
B_PR_20240224_B-TRK-00076,26540.357210668324,TRUCK,14000.0
B_PR_20240427_B-TRK-00074,27520.272801954718,TRUCK,14000.0
B_PR_20240413_B-CAR-00037,52592.58367024917,CARRETA,28000.0
B_PR_20240206_B-TRK-00008,25871.395353894753,TRUCK,14000.0
B_PR_20240425_B-TRK-00130,25671.520903129203,TRUCK,14000.0
B_SC_20240422_B-TRK-00127,28650.815606466444,TRUCK,14000.0
B_PR_20240423_B-TRK-00079,28117.450869678385,TRUCK,14000.0
B_PR_20240214_B-TRK-00095,26186.15190730612,TRUCK,14000.0
B_RS_20240425_B-TRK-00048,26892.678433578345,TRUCK,14000.0
B_SC_20240228_B-CAR-00056,54646.84975092364,CARRETA,28000.0
B_PR_20240217_B-CAR-00015,55227.76766435506,CARRETA,28000.0
B_RS_20240213_B-CAR-00021,54772.00699630834,CARRETA,28000.0
B_PR_20240426_B-TRK-00087,26211.072545002164,TRUCK,14000.0
B_PR_20240208_B-TRK-00073,28256.187389648014,TRUCK,14000.0
B_RS_20240409_B-TRK-00009,27018.53939867899,TRUCK,14000.0
B_PR_20240214_B-TRK-00004,25246.219637027112,TRUCK,14000.0
B_SC_20240415_B-TRK-00040,26983.95898568581,TRUCK,14000.0
B_RS_20240221_B-TRK-00002,28109.01180491287,TRUCK,14000.0
B_PR_20240220_B-TRK-00078,25846.50925525746,TRUCK,14000.0
B_RS_20240424_B-CAR-00048,55516.37139753163,CARRETA,28000.0
B_RS_20240408_B-TRK-00079,28114.510671036624,TRUCK,14000.0
B_SC_20240217_B-CAR-00000,55559.61262088208,CARRETA,28000.0
B_RS_20240406_B-TRK-00139,25304.42972296176,TRUCK,14000.0
B_PR_20240205_B-TRK-00039,27312.929343172902,TRUCK,14000.0
B_SC_20240216_B-TRK-00030,25749.740896239768,TRUCK,14000.0
B_PR_20240229_B-CAR-00008,59855.59866599475,CARRETA,28000.0
B_SC_20240408_B-TRK-00128,26509.64636515932,TRUCK,14000.0
B_RS_20240429_B-TRK-00066,27222.835396719296,TRUCK,14000.0
B_PR_20240215_B-TRK-00068,25802.49498696612,TRUCK,14000.0
B_PR_20240201_B-TRK-00081,28481.23682679847,TRUCK,14000.0
B_RS_20240206_B-CAR-00005,54516.22772794658,CARRETA,28000.0
B_SC_20240405_B-TRK-00041,28165.459136365822,TRUCK,14000.0
B_PR_20240213_B-TRK-00025,25675.2901025793,TRUCK,14000.0
B_SC_20240203_B-CAR-00043,59292.44823516956,CARRETA,28000.0
B_PR_20240409_B-TRK-00017,27752.270967880424,TRUCK,14000.0
B_PR_20240419_B-TRK-00089,27788.684720404548,TRUCK,14000.0
B_PR_20240226_B-TRK-00055,25483.398629744832,TRUCK,14000.0
B_RS_20240207_B-TRK-00015,28591.91627460206,TRUCK,14000.0
B_SC_20240226_B-TRK-00123,27230.76157218629,TRUCK,14000.0
B_SC_20240417_B-TRK-00096,26897.664901438362,TRUCK,14000.0
B_RS_20240201_B-CAR-00002,58660.602543884,CARRETA,28000.0
B_RS_20240209_B-TRK-00029,27918.345358931496,TRUCK,14000.0
B_PR_20240219_B-CAR-00007,59662.687048286774,CARRETA,28000.0
B_PR_20240219_B-CAR-00042,53224.28885772861,CARRETA,28000.0
B_SC_20240227_B-TRK-00026,27891.284133569367,TRUCK,14000.0
B_RS_20240415_B-TRK-00102,27622.145769822924,TRUCK,14000.0
B_PR_20240219_B-TRK-00061,28417.336308674487,TRUCK,14000.0
B_PR_20240417_B-TRK-00012,27748.745364912287,TRUCK,14000.0
B_PR_20240201_B-TRK-00001,27899.541623483292,TRUCK,14000.0
B_RS_20240226_B-CAR-00016,53248.54495456899,CARRETA,28000.0
B_SC_20240212_B-TRK-00029,28598.439402174234,TRUCK,14000.0
B_SC_20240429_B-TRK-00058,25391.9638016598,TRUCK,14000.0
B_RS_20240413_B-CAR-00005,59221.064287558205,CARRETA,28000.0
B_PR_20240425_B-TRK-00120,27853.39442784831,TRUCK,14000.0
B_PR_20240401_B-TRK-00070,27600.876781916795,TRUCK,14000.0
B_PR_20240405_B-TRK-00106,26105.253331077325,TRUCK,14000.0
B_PR_20240220_B-CAR-00033,53518.99905947414,CARRETA,28000.0
B_SC_20240229_B-TRK-00058,28479.059372030384,TRUCK,14000.0
B_RS_20240419_B-TRK-00016,25446.785053149644,TRUCK,14000.0
B_SC_20240424_B-CAR-00022,56961.821273012385,CARRETA,28000.0
B_PR_20240418_B-CAR-00015,57539.401266486835,CARRETA,28000.0
B_SC_20240216_B-TRK-00136,25349.572608619754,TRUCK,14000.0
B_SC_20240409_B-TRK-00005,27104.372608533922,TRUCK,14000.0
B_PR_20240417_B-TRK-00120,27752.91825403068,TRUCK,14000.0
B_RS_20240224_B-TRK-00006,28459.549170950235,TRUCK,14000.0
B_SC_20240426_B-CAR-00001,53560.822940868224,CARRETA,28000.0
B_SC_20240228_B-TRK-00048,28307.855392943206,TRUCK,14000.0
B_SC_20240423_B-TRK-00131,26152.531390577253,TRUCK,14000.0
B_RS_20240223_B-CAR-00006,52976.61709961208,CARRETA,28000.0
B_RS_20240412_B-TRK-00116,28585.84481195076,TRUCK,14000.0
B_RS_20240418_B-CAR-00011,55402.39455755754,CARRETA,28000.0
B_PR_20240219_B-TRK-00060,27889.48742881976,TRUCK,14000.0
B_RS_20240419_B-TRK-00043,25468.483406067015,TRUCK,14000.0
B_PR_20240228_B-TRK-00056,25300.54500591757,TRUCK,14000.0
B_PR_20240223_B-CAR-00032,57805.85749886118,CARRETA,28000.0
B_RS_20240429_B-TRK-00114,28170.00376255624,TRUCK,14000.0
B_SC_20240227_B-TRK-00028,26321.11934697043,TRUCK,14000.0
B_RS_20240227_B-TRK-00132,25901.344852562564,TRUCK,14000.0
B_RS_20240408_B-TRK-00008,28798.169728629255,TRUCK,14000.0
B_RS_20240202_B-CAR-00020,58739.996926830376,CARRETA,28000.0
B_RS_20240229_B-TRK-00089,27062.086732360534,TRUCK,14000.0
B_SC_20240404_B-CAR-00059,54004.75966589542,CARRETA,28000.0
B_SC_20240423_B-TRK-00093,28586.281666495503,TRUCK,14000.0
B_RS_20240206_B-CAR-00046,58759.647335354195,CARRETA,28000.0
B_PR_20240219_B-CAR-00039,59362.95005981596,CARRETA,28000.0
B_RS_20240229_B-TRK-00133,26439.131052190274,TRUCK,14000.0
B_SC_20240227_B-TRK-00037,28255.368292641182,TRUCK,14000.0
B_SC_20240416_B-CAR-00007,53494.542702059785,CARRETA,28000.0
B_PR_20240208_B-TRK-00039,26499.664832571438,TRUCK,14000.0
B_SC_20240223_B-CAR-00005,55408.83616720633,CARRETA,28000.0
B_SC_20240207_B-CAR-00012,56681.709358732696,CARRETA,28000.0
B_RS_20240427_B-CAR-00022,57804.09257185556,CARRETA,28000.0
B_RS_20240427_B-TRK-00007,25683.10643590228,TRUCK,14000.0
B_RS_20240427_B-CAR-00026,53969.53902839972,CARRETA,28000.0
B_PR_20240206_B-TRK-00113,28772.46910155098,TRUCK,14000.0
B_RS_20240415_B-TRK-00096,28574.056606065576,TRUCK,14000.0
B_PR_20240217_B-TRK-00127,25573.535527299347,TRUCK,14000.0
B_PR_20240401_B-TRK-00101,26974.25297778182,TRUCK,14000.0
B_PR_20240425_B-TRK-00007,27904.61943455606,TRUCK,14000.0
B_PR_20240223_B-CAR-00007,59299.97352696562,CARRETA,28000.0
B_PR_20240227_B-CAR-00017,57806.620020758455,CARRETA,28000.0
B_RS_20240208_B-CAR-00033,54390.7616350854,CARRETA,28000.0
B_PR_20240217_B-TRK-00065,28684.11649988358,TRUCK,14000.0
B_SC_20240208_B-TRK-00100,26635.34160086342,TRUCK,14000.0
B_SC_20240214_B-TRK-00058,26795.290844256135,TRUCK,14000.0
B_RS_20240401_B-TRK-00103,27537.578086648697,TRUCK,14000.0
B_PR_20240424_B-TRK-00008,26376.931019073367,TRUCK,14000.0
B_PR_20240413_B-TRK-00121,28691.829316041894,TRUCK,14000.0
B_PR_20240408_B-TRK-00013,28054.931025507274,TRUCK,14000.0
B_SC_20240403_B-TRK-00042,28113.544761879402,TRUCK,14000.0
B_SC_20240403_B-TRK-00104,28013.974490432833,TRUCK,14000.0
B_PR_20240216_B-TRK-00065,26085.240169474844,TRUCK,14000.0
B_SC_20240208_B-CAR-00032,53546.334434666845,CARRETA,28000.0
B_RS_20240205_B-TRK-00045,26184.59044727819,TRUCK,14000.0
B_PR_20240210_B-TRK-00093,26752.335757844416,TRUCK,14000.0
B_SC_20240206_B-CAR-00050,59130.707362502166,CARRETA,28000.0
B_RS_20240201_B-TRK-00124,28099.09784462211,TRUCK,14000.0
B_PR_20240402_B-TRK-00102,27153.20741025016,TRUCK,14000.0
B_SC_20240221_B-TRK-00113,25860.496310107075,TRUCK,14000.0
B_SC_20240221_B-TRK-00001,27555.82921256375,TRUCK,14000.0
B_PR_20240427_B-TRK-00020,26225.396917962036,TRUCK,14000.0
B_PR_20240208_B-TRK-00127,26565.011945984086,TRUCK,14000.0
B_PR_20240404_B-TRK-00006,27119.716224310854,TRUCK,14000.0
B_PR_20240424_B-TRK-00047,26393.36854122275,TRUCK,14000.0
B_SC_20240413_B-TRK-00065,26783.104319546048,TRUCK,14000.0
B_RS_20240402_B-TRK-00135,26388.514601325496,TRUCK,14000.0
B_RS_20240430_B-TRK-00000,26623.09170941088,TRUCK,14000.0
B_PR_20240203_B-TRK-00062,28783.426841487646,TRUCK,14000.0
B_RS_20240423_B-TRK-00134,28512.914483737015,TRUCK,14000.0
B_PR_20240224_B-CAR-00033,56160.14945639658,CARRETA,28000.0
B_PR_20240203_B-CAR-00007,53874.898253705636,CARRETA,28000.0
B_RS_20240420_B-TRK-00098,27597.7354596184,TRUCK,14000.0
B_PR_20240406_B-TRK-00057,26221.478368221895,TRUCK,14000.0
B_PR_20240410_B-TRK-00130,25312.558026858045,TRUCK,14000.0
B_PR_20240201_B-TRK-00045,25548.36057177706,TRUCK,14000.0
B_RS_20240212_B-TRK-00049,27007.69977739238,TRUCK,14000.0
B_PR_20240420_B-CAR-00049,59656.92220077255,CARRETA,28000.0
B_SC_20240224_B-TRK-00139,28470.528913604492,TRUCK,14000.0
B_PR_20240417_B-TRK-00004,26984.88717023681,TRUCK,14000.0
B_SC_20240217_B-CAR-00058,53378.997946762625,CARRETA,28000.0
B_PR_20240210_B-CAR-00011,52840.08180342796,CARRETA,28000.0
B_PR_20240402_B-CAR-00029,56273.122765931344,CARRETA,28000.0
B_SC_20240416_B-TRK-00134,27186.924085066923,TRUCK,14000.0
B_RS_20240423_B-TRK-00021,27609.0246152057,TRUCK,14000.0
B_RS_20240430_B-TRK-00056,28043.20112615949,TRUCK,14000.0
B_RS_20240404_B-CAR-00023,59479.66401120158,CARRETA,28000.0
B_RS_20240217_B-CAR-00039,53466.69134336274,CARRETA,28000.0
B_SC_20240415_B-TRK-00092,25941.43326601972,TRUCK,14000.0
B_RS_20240223_B-TRK-00072,28145.843646408495,TRUCK,14000.0
B_RS_20240430_B-TRK-00111,26219.755816003126,TRUCK,14000.0
B_RS_20240215_B-TRK-00099,27570.693379199267,TRUCK,14000.0
B_PR_20240406_B-TRK-00009,25481.268734455618,TRUCK,14000.0
B_PR_20240223_B-TRK-00129,27073.92958772667,TRUCK,14000.0
B_RS_20240228_B-CAR-00024,59192.3304046952,CARRETA,28000.0
B_RS_20240409_B-TRK-00094,25702.787511369137,TRUCK,14000.0
B_PR_20240203_B-CAR-00052,59923.69351353637,CARRETA,28000.0
B_SC_20240413_B-TRK-00055,28095.94410186007,TRUCK,14000.0
B_PR_20240214_B-TRK-00133,27000.141612086318,TRUCK,14000.0
B_RS_20240220_B-TRK-00115,27904.97892748094,TRUCK,14000.0
B_PR_20240417_B-CAR-00017,54472.803191789935,CARRETA,28000.0
B_RS_20240226_B-CAR-00023,57532.161089967485,CARRETA,28000.0
B_RS_20240401_B-TRK-00077,26115.87850241586,TRUCK,14000.0
B_PR_20240417_B-TRK-00069,25782.93406065374,TRUCK,14000.0
B_SC_20240213_B-TRK-00027,25206.21941981586,TRUCK,14000.0
B_PR_20240205_B-TRK-00049,26390.69699159876,TRUCK,14000.0
B_RS_20240424_B-TRK-00109,25534.511504143557,TRUCK,14000.0
B_SC_20240221_B-TRK-00012,28720.86710459372,TRUCK,14000.0
B_PR_20240427_B-TRK-00132,25273.535189855273,TRUCK,14000.0
B_RS_20240215_B-TRK-00071,28560.572644540087,TRUCK,14000.0
B_SC_20240207_B-CAR-00043,55684.42709327947,CARRETA,28000.0
B_PR_20240223_B-CAR-00019,54947.19220083534,CARRETA,28000.0
B_SC_20240215_B-TRK-00012,28080.915160150686,TRUCK,14000.0
B_SC_20240419_B-TRK-00113,26069.827630802563,TRUCK,14000.0
B_RS_20240416_B-TRK-00009,25992.420419795766,TRUCK,14000.0
B_RS_20240223_B-TRK-00088,26615.925202731658,TRUCK,14000.0
B_PR_20240229_B-CAR-00015,59412.83386104215,CARRETA,28000.0
B_SC_20240219_B-TRK-00097,27195.49957942334,TRUCK,14000.0
B_RS_20240402_B-CAR-00021,54432.2071877379,CARRETA,28000.0
B_PR_20240223_B-TRK-00060,26810.111646991383,TRUCK,14000.0
B_RS_20240223_B-TRK-00083,26364.683614037345,TRUCK,14000.0
B_PR_20240226_B-TRK-00062,25474.495140123072,TRUCK,14000.0
B_PR_20240429_B-CAR-00049,57036.090381890004,CARRETA,28000.0
B_PR_20240223_B-CAR-00008,57237.01149651262,CARRETA,28000.0
B_SC_20240208_B-TRK-00096,27983.055855524108,TRUCK,14000.0
B_RS_20240412_B-CAR-00024,58987.68455616084,CARRETA,28000.0
B_PR_20240427_B-CAR-00039,57258.816949920285,CARRETA,28000.0
B_SC_20240229_B-CAR-00042,53190.29115646167,CARRETA,28000.0
B_SC_20240402_B-TRK-00091,27648.53729897189,TRUCK,14000.0
B_RS_20240224_B-TRK-00091,26978.388502937036,TRUCK,14000.0
B_PR_20240223_B-TRK-00040,25911.27170194703,TRUCK,14000.0
B_PR_20240205_B-CAR-00009,56501.46433568099,CARRETA,28000.0
B_RS_20240424_B-TRK-00085,25273.153206806903,TRUCK,14000.0
B_PR_20240430_B-TRK-00134,27204.84974359073,TRUCK,14000.0
B_SC_20240410_B-CAR-00041,52984.89066964964,CARRETA,28000.0
B_RS_20240422_B-TRK-00090,26696.385712323405,TRUCK,14000.0
B_SC_20240212_B-CAR-00002,54495.1373694597,CARRETA,28000.0
B_PR_20240228_B-CAR-00057,52595.60349245781,CARRETA,28000.0
B_SC_20240413_B-TRK-00025,25929.63156786035,TRUCK,14000.0
B_PR_20240227_B-CAR-00021,58145.01605726352,CARRETA,28000.0
B_RS_20240424_B-TRK-00133,25785.345025197374,TRUCK,14000.0
B_PR_20240406_B-TRK-00080,26104.99129956788,TRUCK,14000.0
B_SC_20240404_B-TRK-00105,26346.71417307874,TRUCK,14000.0
B_RS_20240228_B-TRK-00072,27386.932779557064,TRUCK,14000.0
B_PR_20240410_B-TRK-00013,27386.550273238376,TRUCK,14000.0
B_PR_20240430_B-TRK-00016,28773.78814358639,TRUCK,14000.0
B_RS_20240214_B-CAR-00020,59308.93882200839,CARRETA,28000.0
B_PR_20240224_B-TRK-00067,26139.29655640658,TRUCK,14000.0
B_PR_20240228_B-TRK-00136,27816.275296767428,TRUCK,14000.0
B_RS_20240425_B-CAR-00000,55776.29633221512,CARRETA,28000.0
B_SC_20240423_B-TRK-00081,26890.243521068227,TRUCK,14000.0
B_RS_20240416_B-TRK-00063,27120.87326360364,TRUCK,14000.0
B_RS_20240227_B-CAR-00028,53515.63484869754,CARRETA,28000.0
B_SC_20240212_B-TRK-00007,26756.744489081968,TRUCK,14000.0
B_SC_20240424_B-TRK-00043,27514.61422924916,TRUCK,14000.0
B_RS_20240217_B-TRK-00113,26801.534330520903,TRUCK,14000.0
B_PR_20240419_B-CAR-00059,58462.39954329543,CARRETA,28000.0
B_PR_20240226_B-CAR-00049,58907.377112438844,CARRETA,28000.0
B_SC_20240413_B-TRK-00074,28635.519354950953,TRUCK,14000.0
B_PR_20240418_B-TRK-00139,27765.812147465404,TRUCK,14000.0
B_PR_20240416_B-TRK-00137,28511.922157385103,TRUCK,14000.0
B_RS_20240409_B-TRK-00048,28199.44290563353,TRUCK,14000.0
B_SC_20240405_B-TRK-00001,27766.32331145327,TRUCK,14000.0
B_PR_20240209_B-CAR-00020,56669.21852097771,CARRETA,28000.0
B_RS_20240427_B-TRK-00081,28065.218816667133,TRUCK,14000.0
B_PR_20240425_B-TRK-00123,28193.070143063433,TRUCK,14000.0
B_RS_20240223_B-TRK-00135,27541.97172757855,TRUCK,14000.0
B_PR_20240403_B-TRK-00117,25455.31057268032,TRUCK,14000.0
B_PR_20240427_B-TRK-00005,28529.48961060124,TRUCK,14000.0
B_SC_20240217_B-TRK-00093,28734.05980173968,TRUCK,14000.0
B_RS_20240217_B-CAR-00033,54621.91648361464,CARRETA,28000.0
B_RS_20240223_B-TRK-00047,25291.500529198413,TRUCK,14000.0
B_SC_20240202_B-TRK-00014,28080.146967979694,TRUCK,14000.0
B_SC_20240427_B-TRK-00019,26942.62303649207,TRUCK,14000.0
B_SC_20240201_B-TRK-00103,28228.42885677919,TRUCK,14000.0
B_PR_20240212_B-TRK-00084,25737.549259705138,TRUCK,14000.0
B_RS_20240417_B-TRK-00042,27841.853391372435,TRUCK,14000.0
B_PR_20240220_B-TRK-00051,26223.582543865894,TRUCK,14000.0
B_RS_20240219_B-TRK-00089,28393.279970833937,TRUCK,14000.0
B_RS_20240401_B-TRK-00019,27426.177718401672,TRUCK,14000.0
B_SC_20240418_B-TRK-00058,27070.789109766643,TRUCK,14000.0
B_SC_20240412_B-TRK-00074,25542.930355391978,TRUCK,14000.0
B_RS_20240403_B-TRK-00051,26489.379861436013,TRUCK,14000.0
B_PR_20240426_B-CAR-00047,59862.22036022713,CARRETA,28000.0
B_SC_20240408_B-CAR-00047,56894.5369951561,CARRETA,28000.0
B_RS_20240426_B-TRK-00060,28717.064429015907,TRUCK,14000.0
B_PR_20240209_B-TRK-00116,28456.70743948457,TRUCK,14000.0
B_SC_20240205_B-TRK-00100,26621.557927559865,TRUCK,14000.0
B_SC_20240219_B-CAR-00044,59194.142481890034,CARRETA,28000.0
B_RS_20240404_B-TRK-00067,26361.486609358974,TRUCK,14000.0
B_PR_20240406_B-CAR-00047,55490.339522553135,CARRETA,28000.0
B_SC_20240206_B-TRK-00016,28613.56754255183,TRUCK,14000.0
B_PR_20240215_B-TRK-00069,27648.605132024742,TRUCK,14000.0
B_PR_20240409_B-TRK-00075,26525.02965398378,TRUCK,14000.0
B_SC_20240425_B-TRK-00024,27304.688093539793,TRUCK,14000.0
B_RS_20240209_B-TRK-00056,25360.40667138814,TRUCK,14000.0
B_PR_20240226_B-TRK-00093,27131.609620480544,TRUCK,14000.0
B_SC_20240214_B-TRK-00053,28160.452709777393,TRUCK,14000.0
B_RS_20240411_B-CAR-00023,59264.3588272041,CARRETA,28000.0
B_RS_20240418_B-CAR-00037,57221.310166409785,CARRETA,28000.0
B_SC_20240217_B-CAR-00043,59390.742329883564,CARRETA,28000.0
B_RS_20240413_B-TRK-00089,27978.100023309842,TRUCK,14000.0
B_RS_20240213_B-TRK-00051,27939.07383177735,TRUCK,14000.0
B_PR_20240201_B-CAR-00041,59234.762019739,CARRETA,28000.0
B_SC_20240429_B-TRK-00068,27460.56154468808,TRUCK,14000.0
B_SC_20240423_B-TRK-00096,28686.064637462485,TRUCK,14000.0
B_PR_20240409_B-TRK-00080,27039.480633413266,TRUCK,14000.0
B_PR_20240221_B-CAR-00027,58107.65208746015,CARRETA,28000.0
B_PR_20240207_B-CAR-00057,52894.07278825748,CARRETA,28000.0
B_PR_20240419_B-CAR-00012,54061.22990777272,CARRETA,28000.0
B_RS_20240201_B-TRK-00008,27386.392394520048,TRUCK,14000.0
B_RS_20240416_B-TRK-00050,27799.793604282673,TRUCK,14000.0
B_SC_20240223_B-TRK-00078,27877.74228320323,TRUCK,14000.0
B_PR_20240430_B-TRK-00015,25726.581212748017,TRUCK,14000.0
B_SC_20240410_B-TRK-00062,28196.59931275111,TRUCK,14000.0
B_SC_20240227_B-TRK-00067,26892.20297747706,TRUCK,14000.0
B_SC_20240410_B-TRK-00054,26549.065750348167,TRUCK,14000.0
B_PR_20240210_B-CAR-00028,57626.95318148926,CARRETA,28000.0
B_SC_20240229_B-TRK-00137,25472.74892648079,TRUCK,14000.0
B_RS_20240215_B-TRK-00101,26202.529303160583,TRUCK,14000.0
B_SC_20240223_B-CAR-00057,56675.65514752212,CARRETA,28000.0
